Route,From Stop,To Stop,Sched Speed Mean,Sched Speed Std,Actual Speed Mean,Actual Speed Std,Speed Delta Mean,Speed Delta Std,Speed Delta Min,Speed Delta Max,Segment Length (m),Sample Count
002,Burrard Station @ Bay 1,Southbound Burrard St @ Robson St,18.989634043739013,3.534764217329673,10.493412432051416,3.2058540158972644,-8.496221611687597,4.05051733082705,-16.605684654179782,-0.5257717844501002,347.5935686086785,27
002,Dunbar Loop @ Bay 2,Eastbound W 41 Ave @ Collingwood St,19.60070104889975,2.86942869513045,17.900734569051757,8.373101419858154,-1.699966479847994,6.57259225107008,-15.574089985387776,8.538677118735091,337.53317670213517,13
002,Eastbound Cornwall Ave @ Arbutus St,Eastbound Cornwall Ave @ Cypress St,18.324994675395004,3.2388545278647283,16.324483074737945,4.780400884507951,-2.0005116006570582,3.374536109390828,-9.204424067934152,5.9349944494998255,355.7040006733562,35
002,Eastbound Cornwall Ave @ Balsam St,Eastbound Cornwall Ave @ Yew St,18.258454569463353,3.3811830284494584,27.540737642893124,21.87244008817008,9.282283073429772,22.65074849876742,-5.53319190122353,124.84425075737374,348.5910897770825,37
002,Eastbound Cornwall Ave @ Cypress St,Northbound Burrard St @ Pacific St,18.115335566286532,3.264612912061187,25.378485657834517,5.625693804353958,7.263150091547985,5.612099881135231,-5.38839249778759,18.046047364795935,1284.0246928836473,36
002,Eastbound Cornwall Ave @ Trafalgar St,Eastbound Cornwall Ave @ Balsam St,18.307482253049898,3.387480695085839,23.346289912693756,6.207521647270375,5.038807659643859,6.269963940167231,-17.277379958081745,16.563749046769672,335.21873070843384,37
002,Eastbound Cornwall Ave @ Yew St,Eastbound Cornwall Ave @ Arbutus St,18.34138564339081,3.33406287650506,17.401691257153217,10.968805966799932,-0.9396943862375952,11.476348439355759,-13.780644017982741,61.44383130785832,168.66934084510126,36
002,Eastbound W 16 Ave @ Carnarvon St,Northbound Macdonald St @ W 16 Ave,18.013529654702122,2.6186557855088632,8.822708652972299,6.615353559640047,-9.190821001729825,6.268481071188557,-15.03745504997211,-2.5720327398232,338.36519599451873,3
002,Eastbound W 41 Ave @ Blenheim St,Eastbound W 41 Ave @ Carnarvon St,19.78472367169318,2.9884414494586737,21.72173517903153,9.397636677580172,1.9370115073383487,7.8303079404900044,-13.847238008944881,10.289344189643614,350.30215201199854,23
002,Eastbound W 41 Ave @ Carnarvon St,Northbound Mackenzie St @ W 38 Ave,19.821982647240148,3.037723087779105,21.626413356744077,7.242948686513715,1.8044307095039276,7.676067663652381,-16.62247762784952,20.45408215530865,592.0043290479576,24
002,Eastbound W 41 Ave @ Collingwood St,Eastbound W 41 Ave @ Blenheim St,19.100904106587933,2.835498501304837,15.183707745457184,10.625419510301318,-3.917196361130749,10.754262663208982,-21.135847354234336,6.965416901354958,238.9524964770382,20
002,Northbound Burrard St @ Comox St,Northbound Burrard St @ Smithe St,18.709103999633772,3.7055701165911854,17.570036245557166,4.359688013368808,-1.139067754076606,4.194712985612846,-11.46134568943389,13.150552285535028,255.27542671920935,35
002,Northbound Burrard St @ Davie St,Northbound Burrard St @ Comox St,18.184351495412272,3.432925145160087,20.83023517258872,23.813732225628232,2.645883677176448,24.086084238053964,-16.493058557802485,115.50149004193865,286.86644585579535,35
002,Northbound Burrard St @ Pacific St,Northbound Burrard St @ Davie St,18.618253273650993,3.4639812244218526,9.903180336514941,4.173200257606778,-8.715072937136052,4.679703182971752,-21.29654683911966,3.540346661234725,260.80553737762483,35
002,Northbound Burrard St @ Robson St,Burrard Station @ Bay 7,18.536394901591375,3.6204041310224677,10.681577150757622,5.852179305443475,-7.854817750833752,6.364089032965324,-14.062058155611084,15.495380887725716,170.4491897649828,39
002,Northbound Burrard St @ Smithe St,Northbound Burrard St @ Robson St,18.390243358113594,3.5271273585281744,10.963320219100757,2.802971218680692,-7.426923139012838,4.45901122543015,-16.269366182387685,7.644370667062457,193.36541774149302,37
002,Northbound Macdonald St @ Oliver Cres,Northbound Macdonald St @ W 22 Ave,20.211646394712513,3.139700808309809,30.907505992850684,14.067522657516893,10.695859598138172,12.56779266019342,-7.579414191049539,57.3717061677866,404.2097480003147,25
002,Northbound Macdonald St @ W 10 Ave,Northbound Macdonald St @ W 7th Ave,19.055303706470795,3.5170365749058745,19.791272354793662,7.435092172434514,0.7359686483228695,7.0680661036642105,-16.071111907529893,26.86769937399942,293.86546190311867,36
002,Northbound Macdonald St @ W 12 Ave,Northbound Macdonald St @ W 10 Ave,18.868018381693975,3.3992723534110674,14.14558354568241,7.8711013461232096,-4.722434836011562,8.009736177412291,-17.328753708084612,19.373608423726687,188.69087371025466,37
002,Northbound Macdonald St @ W 13 Ave,Northbound Macdonald St @ W 12 Ave,19.077123873577516,3.613622529272469,27.62142470466824,12.644138423691487,8.544300831090723,13.188818731118417,-19.477803448977127,67.9837514414848,164.09871037599777,36
002,Northbound Macdonald St @ W 16 Ave,Northbound Macdonald St @ W 13 Ave,18.72042887284684,3.5198825501113475,27.173124102357036,7.477836787916228,8.452695229510198,6.56329898569555,-9.701345975117624,15.277954920082262,247.27652963244262,34
002,Northbound Macdonald St @ W 22 Ave,Northbound Macdonald St @ W 16 Ave,20.13996699651946,3.108355330663635,22.04781994835114,6.1218488277350955,1.9078529518316798,5.461682591413313,-7.542381748125557,18.507235507499466,563.0924845898772,25
002,Northbound Macdonald St @ W 2nd Ave,Eastbound Cornwall Ave @ Trafalgar St,18.321642500314677,3.3660810952912024,26.000603305607193,10.325715045210144,7.678960805292518,10.648250906059863,-5.5101802056488935,53.94887834823628,452.6219454640162,37
002,Northbound Macdonald St @ W 4th Ave,Northbound Macdonald St @ W 2nd Ave,18.891645833480162,3.4826420216466194,33.51261328971475,14.242567984353055,14.620967456234586,14.524710580480889,-8.497825208241114,97.23473074814348,154.90827202522857,37
002,Northbound Macdonald St @ W 5th Ave,Northbound Macdonald St @ W 4th Ave,19.04502780224146,3.6834923374993593,11.445205111139934,5.968796572062034,-7.5998226911015285,5.299828486077977,-20.123267960316717,5.969149147779344,145.08348623074787,36
002,Northbound Macdonald St @ W 7th Ave,Northbound Macdonald St @ W 5th Ave,18.478850521032495,3.5337891593514157,25.748438587970224,13.543386348335648,7.269588066937727,12.894485432131312,-21.772676776144102,72.72250340210076,188.539823635076,36
002,Northbound Macdonald St @ W King Edward Ave,Northbound Macdonald St @ Oliver Cres,20.810484592907716,3.2017501524819734,25.28169844233615,9.850056119135479,4.47121384942843,7.95579130842595,-13.64699189781354,13.267908789540947,104.24785477496455,24
002,Northbound Mackenzie St @ W 30 Ave,Northbound Quesnel Dr @ W King Edward Ave,19.497123830020534,3.0553362748528583,28.950356368464632,7.300184644562087,9.4532325384441,6.7924062767880855,-3.6498415680761482,27.534150206385334,471.5827041926962,23
002,Northbound Mackenzie St @ W 34 Ave,Northbound Mackenzie St @ W 30 Ave,20.005214504380323,3.131818277953087,31.784040567874854,16.46074345519604,11.77882606349453,16.629448602040693,-3.5737165148008057,71.57788626572923,433.7752459344425,25
002,Northbound Mackenzie St @ W 38 Ave,Northbound Mackenzie St @ W 34 Ave,20.213556353903368,3.131398577031618,27.091438713053833,8.203093950446656,6.877882359150466,8.01409988180075,-16.80394376377625,27.834340004436868,414.3699769022098,24
002,Northbound Quesnel Dr @ W King Edward Ave,Northbound Macdonald St @ W King Edward Ave,20.21795944889676,3.101901870233454,21.771693497474768,4.178682095500162,1.5537340485780078,4.345258939827924,-6.553865163203563,17.69679164561836,483.5751205488737,25
002,Southbound Burrard St @ Barclay St,Southbound Burrard St @ Nelson St,18.21713728289987,3.760203327349629,9.543620325801841,2.3276890517698585,-8.673516957098029,4.460684794519787,-19.947567610922174,-0.2811473113784615,168.84457977784314,34
002,Southbound Burrard St @ Davie St,Southbound Burrard St @ Harwood St,18.308356516169695,3.8873344353846564,12.872129349624052,4.100589791247849,-5.4362271665456445,5.625592851493017,-19.97169010023269,12.868770549701896,167.7986748147404,33
002,Southbound Burrard St @ Davie St,Westbound Cornwall Ave @ Cypress St,26.264140405785454,,2.204654121653524,,-24.059486284131932,,-24.059486284131932,-24.059486284131932,167.7986748147404,1
002,Southbound Burrard St @ Harwood St,Westbound Cornwall Ave @ Cypress St,17.920486245846433,3.6528827266667023,25.489484337589097,5.488628543928912,7.568998091742662,5.195552092840911,-0.07749155757340631,22.77131533080917,1416.2012655192937,35
